word,noun,pronoun,verb,adjective,adverb,preposition,conjunction,interjection
disconsolately,True,False,False,True,True,False,False,False
cupped,True,False,True,True,False,False,False,False
couch,True,False,True,False,False,False,False,False
uniformed,True,False,True,True,True,False,False,False
policeman,True,False,False,False,False,False,False,False
freshfaced,False,False,False,True,False,False,False,False
rookie,True,False,False,False,False,False,False,False
chirping,True,False,True,False,False,False,False,False
rings,True,False,True,True,False,False,False,False
pontiac,False,False,False,False,False,False,False,False
younger,True,False,False,False,False,False,False,False
cop,True,False,True,False,False,False,False,False
color,True,False,True,True,False,False,False,False
rust,True,False,True,False,False,False,False,False
coloration,True,False,False,False,False,False,False,False
value,True,False,True,True,False,False,False,False
tape,True,False,True,True,False,False,False,False
deck,True,False,True,False,False,False,False,False
creedence,False,False,False,False,False,False,False,False
tapes,True,False,True,True,False,False,False,False
unemployed,True,False,False,True,False,False,False,False
older,False,False,False,False,False,False,False,False
working,True,False,False,True,False,False,False,False
nights,False,False,False,False,True,False,False,False
coffee,True,False,False,False,False,False,False,False
drink,True,False,True,False,False,False,False,False
taps,True,False,False,False,False,False,False,False
separate,True,False,True,True,False,False,False,False
incidents,True,False,False,True,False,False,False,False
snap,True,False,True,True,True,False,False,False
son,True,False,False,False,False,False,False,False
ringinga,False,False,False,False,False,False,False,False
distinct,True,False,False,True,True,False,False,False
chirp,True,False,True,False,False,False,False,False
move,True,False,True,False,False,False,False,False
kicks,True,False,True,True,False,False,False,False
message,True,False,True,False,False,False,False,False
minute,True,False,True,True,True,False,False,False
wouldn't,False,False,False,False,False,False,False,False
female,True,False,False,True,False,False,False,False
file,True,False,True,False,False,False,False,False
area,True,False,False,False,False,False,False,False
downtown,True,False,False,True,True,False,False,False
la,True,False,False,False,False,False,False,True
loft,True,False,True,True,False,False,False,False
unfinished,False,False,False,True,False,False,False,False
canvas,True,False,True,True,False,False,False,False
lit,True,False,False,True,False,False,False,False
industrial,True,False,False,True,True,False,False,False
dominates,True,False,True,True,False,False,False,False
wall,True,False,True,True,False,False,False,False
furnishings,True,False,False,False,False,False,False,False
spare,True,False,True,True,True,False,False,False
murky,True,False,False,True,True,False,False,False
depths,True,False,False,True,False,False,False,False
cavernous,False,False,False,True,True,False,False,False
hurtles,True,False,True,False,False,False,False,False
roars,True,False,True,False,False,False,False,False
overhead,True,False,False,True,True,False,False,False
ducks,True,False,True,False,False,False,False,False
pass,True,False,True,False,False,False,False,False
backside,True,False,False,False,False,False,False,False
sling,True,False,True,False,False,False,False,False
suspended,False,False,True,False,False,False,False,False
bucket,True,False,True,False,False,False,False,False
brush,True,False,True,False,False,False,False,False
hears,True,False,True,False,False,False,False,False
tshirts,True,False,False,True,False,False,False,False
sneakers,True,False,False,True,False,False,False,False
reach,True,False,True,True,False,False,False,False
shortly,False,False,False,False,True,False,False,False
blue,True,False,True,True,True,False,False,False
elfranco,False,False,False,False,False,False,False,False
pedro,False,False,False,False,False,False,False,False
except,False,False,True,True,False,True,True,False
harness,True,False,True,False,False,False,False,False
straps,True,False,True,True,False,False,False,False
breasts,True,False,True,True,False,False,False,False
wrap,True,False,True,True,False,False,False,False
thighs,True,False,False,True,False,False,False,False
dominatrix,True,False,False,False,False,False,False,False
uncomfor,False,False,False,False,False,False,False,False
robe,True,False,True,False,False,False,False,False
art,True,False,False,True,False,False,False,False
commended,True,False,True,True,True,False,False,False
strongly,False,False,False,False,True,False,False,False
vaginal,True,False,False,True,True,False,False,False
bothers,True,False,True,False,False,False,False,False
word,True,False,True,False,False,False,False,False
itself,False,True,False,False,False,False,False,False
uncomfortable,False,False,False,True,True,False,False,False
vagina,True,False,False,False,False,False,False,False
hearing,True,False,False,False,False,False,False,False
difficult,False,False,False,True,True,False,False,False
whereas,True,False,False,False,False,False,True,False
batting,True,False,False,False,False,False,False,False
eye,True,False,True,True,False,False,False,False
refer,True,False,True,True,False,False,False,False
dick,True,False,False,False,False,False,False,False
rod,True,False,False,True,False,False,False,False
johnson,True,False,False,True,False,False,False,False
handed,False,False,False,True,False,False,False,False
cases,True,False,True,False,False,False,False,False
father,True,False,True,True,False,False,False,False
agreed,False,False,True,False,False,False,False,False
gift,True,False,True,False,False,False,False,False
mother,True,False,True,True,False,False,False,False
kidnapping,True,False,True,False,False,False,False,False
acted,True,False,True,True,False,False,False,False
stinks,True,False,True,True,False,False,False,False
heaven,True,False,False,False,False,False,False,False
physical,True,False,False,True,True,False,False,False
coitus,True,False,False,True,True,False,False,False
interested,False,False,False,True,True,False,False,False
myth,True,False,False,False,False,False,False,False
feminists,True,False,False,True,False,False,False,False
hate,True,False,True,False,False,False,False,False
natural,True,False,False,True,True,False,False,False
zesty,False,False,False,True,True,False,False,False
enterprise,True,False,False,False,False,False,False,False
peopleit,False,False,False,False,False,False,False,False
satyriasis,True,False,False,False,False,False,False,False
nymphomania,True,False,False,False,False,False,False,False
womenwho,False,False,False,False,False,False,False,False
engage,False,False,True,True,False,False,False,False
compulsively,True,False,False,True,True,False,False,False
joy,True,False,True,True,True,False,False,False
unfortunate,True,False,False,True,True,False,False,False
souls,True,False,False,True,False,False,False,False
cannot,False,False,False,False,False,False,False,False
true,True,False,True,True,True,False,False,False
mutual,False,False,False,True,True,False,False,False
acquaintance,True,False,False,False,False,False,False,False
stepmother,True,False,False,False,False,False,False,False
nympho,True,False,False,False,False,False,False,False
withdo,False,False,False,False,False,False,False,False
aiming,True,False,True,False,False,False,False,False
remote,True,False,False,True,True,False,False,False
projection,True,False,False,True,False,False,False,False
screen,True,False,True,True,False,False,False,False
flickers,True,False,True,True,False,False,False,False
title,True,False,True,True,False,False,False,False
presents,True,False,True,True,False,False,False,False
second,True,False,True,True,True,False,False,False
lajoya,False,False,False,False,False,False,False,False
third,True,False,False,True,True,False,False,False
logjammin',False,False,False,False,False,False,False,False
bar,True,False,True,True,False,True,False,False
frozen,True,False,False,True,True,False,False,False
glass,True,False,True,True,False,False,False,False
television,True,False,False,False,False,False,False,False
opening,True,False,False,False,False,False,False,False
sallowfaced,False,False,False,False,False,False,False,False
coyeralls,False,False,False,False,False,False,False,False
floater,True,False,False,False,False,False,False,False
nein,False,False,False,False,False,False,False,False
dizbatcher,False,False,False,False,False,False,False,False
zere,False,False,False,False,False,False,False,False
iss,False,False,False,False,False,False,False,False
mit,False,False,False,False,False,False,False,False
deine,False,False,False,False,False,False,False,False
kable,False,False,False,False,False,False,False,False
recognize,True,False,True,True,True,False,False,False
za,True,False,False,False,False,False,False,False
bring,True,False,True,False,False,False,False,False
mein,True,False,False,False,False,False,False,False
toolz,False,False,False,False,False,False,False,False
shari,False,False,False,False,False,False,False,False
shower,True,False,True,True,False,False,False,False
grimly,True,False,False,True,True,False,False,False
ludicrous,True,False,False,True,True,False,False,False
nommen,False,False,False,False,False,False,False,False
hard,True,False,False,True,True,False,False,False
verk,False,False,False,False,False,False,False,False
zese,False,False,False,False,False,False,False,False
clozes,False,False,False,False,False,False,False,False
switches,True,False,True,True,False,False,False,False
imagine,False,False,True,False,False,False,False,False
fixes,True,False,True,True,False,False,False,False
cable,True,False,True,False,False,False,False,False
fatuous,True,False,False,True,True,False,False,False
matter,True,False,True,False,False,False,False,False
chose,True,False,True,False,False,False,False,False
pursue,True,False,True,False,False,False,False,False
career,True,False,True,False,False,False,False,False
pornography,True,False,False,True,True,False,False,False
nor,True,False,False,False,False,False,True,False
banging,True,False,True,False,True,False,False,False
parlance,True,False,False,False,False,False,False,False
however,False,False,False,False,True,False,True,False
trustees,True,False,True,False,False,False,False,False
foundation,True,False,False,True,False,False,False,False
youngsters,True,False,False,False,False,False,False,False
watts,False,False,False,False,False,False,False,False
proud,False,False,False,True,True,False,False,False
withdrawal,True,False,False,False,False,False,False,False
account,True,False,True,False,False,False,False,False
abduction,True,False,False,False,False,False,False,False
preposterous,True,False,False,True,True,False,False,False
compulsive,True,False,False,True,True,False,False,False
fornicator,True,False,True,False,False,False,False,False
proverbial,False,False,False,True,True,False,False,False
mymaude,False,False,False,False,False,False,False,False
approve,False,False,True,False,False,False,False,False
lifestyle,True,False,False,True,False,False,False,False
needless,True,False,False,True,True,False,False,False
hardly,False,False,False,False,True,False,False,False
wish,True,False,True,False,False,False,False,False
father's,True,False,False,False,False,False,False,False
embezzlement,True,False,True,False,False,False,False,False
police,True,False,True,False,False,False,False,False
proposing,True,False,True,False,False,False,False,False
try,True,False,True,False,False,False,False,False
recover,True,False,True,True,False,False,False,False
delivered,True,False,True,True,False,False,False,False
wellsure,False,False,False,False,False,False,False,False
successfully,True,False,False,True,True,False,False,False
tune,True,False,True,True,False,False,False,False
recovered,True,False,True,True,False,False,False,False
sum,True,False,True,True,False,False,False,False
bones,True,False,True,True,True,False,False,False
clams,True,False,True,False,False,False,False,False
buy,True,False,True,False,False,False,False,False
number,True,False,True,True,False,False,False,False
rugs,True,False,False,False,False,False,False,False
sentimental,False,False,False,True,True,False,False,False
crack,True,False,True,True,False,False,False,False
disappeared,True,False,True,False,False,False,False,False
doctor,True,False,True,True,False,False,False,False
receive,False,False,True,False,False,False,False,False
thorough,True,False,False,True,True,True,False,False
thoughtful,True,False,False,True,True,False,False,False
russian,True,False,False,True,False,False,False,False
chauffeur,True,False,True,False,False,False,False,False
same,True,True,False,True,True,False,False,False
age,True,False,True,False,False,False,False,False
whose,False,True,False,True,False,False,False,False
livery,True,False,False,True,False,False,False,False
emerges,False,False,True,False,False,False,False,False
daughter's,False,False,False,False,False,False,False,False
rash,True,False,False,True,True,False,False,False
bad,True,False,False,True,True,False,False,False
siddown,False,False,False,False,False,False,False,False
rasping,True,False,True,False,True,False,False,False
gotta,False,False,False,False,False,False,False,False
sip,True,False,True,False,False,False,False,False
freshlymixed,False,False,False,False,False,False,False,False
leaves,False,False,False,False,False,False,False,False
shitty,True,False,True,False,False,False,False,False
earlier,True,False,False,True,True,False,False,False
dumps,False,False,False,False,False,False,False,False
worrying,False,False,False,True,True,False,False,False
sweet,True,False,False,True,True,False,False,False
volkswagon,False,False,False,False,False,False,False,False
rearview,False,False,False,False,False,False,False,False
mirror,True,False,True,True,False,False,False,False
jerks,True,False,True,False,False,False,False,False
thumb,True,False,True,False,False,False,False,False
pov,False,False,False,False,False,False,False,False
block,True,False,True,False,False,False,False,False
bug,True,False,True,False,False,False,False,False
pulled,False,False,False,True,False,False,False,False
curb,True,False,True,False,False,False,False,False
driver's,True,False,False,False,False,False,False,False
scowls,True,False,True,False,True,False,False,False
hethe,False,False,False,False,False,False,False,False
muscled,False,False,False,True,False,False,False,False
halfnelson,True,False,False,False,False,False,False,False
sonofabitch,True,False,False,False,False,False,False,False
arguments,True,False,False,False,False,False,False,False
frogmarched,False,False,True,False,False,False,False,False
cups,True,False,True,True,False,False,False,False
underneath,False,False,False,True,True,True,False,False
beverage,True,False,False,False,False,False,False,False
limo's,False,False,False,False,False,False,False,False
shoved,True,False,True,False,False,False,False,False
slammed,True,False,True,False,False,False,False,False
lousy,True,False,False,True,True,False,False,False
bum,True,False,True,True,False,False,False,False
cattycorner,False,False,False,False,False,False,False,False
comforter,True,False,False,False,False,False,False,False
wei,False,False,False,False,False,False,False,False
nitwit,True,False,False,False,False,False,False,False
plane,True,False,True,True,False,False,False,False
crashed,True,False,True,True,False,False,False,False
mountain,True,False,False,False,False,False,False,False
hurried,True,False,False,True,True,False,False,False
who're,False,False,False,False,False,False,False,False
believe,True,False,True,False,False,False,False,False
arewe,False,False,False,False,False,False,False,False
dropped,False,False,False,True,False,False,False,False
ithe,False,False,False,False,False,False,False,False
royal,True,False,False,True,True,False,False,False
editoriali,False,False,False,False,False,False,False,False
perlook,False,False,False,False,False,False,False,False
information,True,False,False,True,True,False,False,False
things,True,False,False,False,False,False,False,False
occurred,False,False,True,False,False,False,False,False
nature,True,False,False,False,False,False,False,False
instead,False,False,False,False,True,False,False,False
blaming,True,False,True,True,True,False,False,False
such,False,True,False,True,True,False,False,False
uhyou,False,False,False,False,False,False,False,False
god's,True,False,False,False,False,False,False,False
holy,False,False,False,True,True,False,False,False
blathering,True,False,False,True,False,False,False,False
informationnew,False,False,False,False,False,False,False,False
andshit,False,False,False,False,False,False,False,False
dumbstruck,False,False,False,True,False,False,False,False
encouraged,True,False,True,False,True,False,False,False
including,False,False,True,True,False,False,False,False
known,False,False,False,True,False,False,False,False
pornographers,True,False,False,False,False,False,False,False
needs,False,False,False,False,True,False,False,False
she's,False,False,False,False,False,False,False,False
feed,True,False,True,False,False,False,False,False
monkey,True,False,True,False,False,False,False,False
hasn't,False,False,False,False,False,False,False,False
quietly,True,False,True,True,True,False,False,False
privy,True,False,False,True,True,False,False,False
speaking,False,False,False,True,False,False,False,False
possible,False,False,False,True,False,False,False,False
accountant,True,False,False,True,False,False,False,False
tax,True,False,True,True,False,False,False,False
envelope,True,False,False,False,False,False,False,False
you've,False,False,False,False,False,False,False,False
handing,True,False,True,False,True,False,False,False
lettersized,False,False,False,False,False,False,False,False
distended,False,False,False,True,False,False,False,False
frowning,True,False,True,False,True,False,False,False
untucks,False,False,False,False,False,False,False,False
flap,True,False,True,False,False,False,False,False
cotton,True,False,True,True,False,False,False,False
wadding,True,False,False,False,False,False,False,False
unrolls,False,False,True,False,False,False,False,False
since,False,False,False,False,True,True,True,False
failed,True,False,True,False,True,False,False,False
modest,False,False,False,True,True,False,False,False
task,True,False,True,False,False,False,False,False
unrepentantly,False,False,False,True,True,False,False,False
betrayed,False,False,False,True,False,False,False,False
trust,True,False,True,True,True,False,False,False
undone,False,False,False,True,False,False,False,False
reveals,True,False,True,True,False,False,False,False
wad,True,False,True,False,False,False,False,False
gauze,True,False,False,True,True,False,False,False
taped,True,False,True,True,False,False,False,False
undoes,True,False,True,False,False,False,False,False
fingernails,True,False,False,False,False,False,False,False
unroll,False,False,True,False,False,False,False,False
inner,True,False,False,True,True,False,False,False
package,True,False,True,False,False,False,False,False
choice,True,False,False,True,True,False,False,False
necessary,True,False,False,True,True,False,False,False
witness,True,False,True,True,False,False,False,False
harm,True,False,True,False,False,False,False,False
visited,True,False,True,False,False,False,False,False
shall,False,False,True,False,False,False,False,False
tenfold,False,False,False,True,True,False,False,False
between,False,False,False,False,True,True,False,False
forefinger,True,False,False,False,False,False,False,False
contents,True,False,True,True,False,False,False,False
packagea,False,False,False,False,False,False,False,False
nail,True,False,True,False,False,False,False,False
polish,True,False,True,True,False,False,False,False
god,True,False,True,False,False,False,False,False
abide,True,False,True,False,False,False,False,False
shop,True,False,True,False,False,False,False,False
sit,True,False,True,False,False,False,False,False
counter,True,False,True,True,True,False,False,False
stirring,True,False,False,True,False,False,False,False
clinking,True,False,True,False,False,False,False,False
indicates,False,False,True,False,False,False,False,False
impossible,True,False,False,True,True,False,False,False
apply,True,False,True,False,False,False,False,False
else's,False,False,False,False,False,False,False,False
else'swhere,False,False,False,False,False,False,False,False
ways,True,False,False,False,False,False,False,False
afternoonwith,False,False,False,False,False,False,False,False
ourselves,False,True,False,False,False,False,False,False
fear,True,False,True,False,False,False,False,False
christ,True,False,False,True,False,False,False,False
stress,True,False,True,False,False,False,False,False
series,True,False,False,False,False,False,False,False
victimless,False,False,False,True,False,False,False,False
crimes,True,False,False,True,False,False,False,False
waitress,True,False,False,False,False,False,False,False
downthis,False,False,False,False,False,False,False,False
family,True,False,False,True,False,False,False,False
restaurant,True,False,False,False,False,False,False,False
dear,True,False,False,True,True,False,False,True
supreme,True,False,False,True,True,False,False,False
roundly,False,False,False,False,True,False,False,False
rejected,False,False,False,True,False,False,False,False
prior,True,False,False,True,True,False,False,False
restraint,True,False,False,False,False,False,False,False
amendment,True,False,False,False,False,False,False,False
ask,True,False,True,False,False,False,False,False
died,True,False,True,False,False,False,False,False
facedown,False,False,False,False,True,False,False,False
ma'am,True,False,False,False,False,False,False,False
run,True,False,True,True,False,False,False,False
goddamnit,False,False,False,False,False,False,False,False
affects,True,False,True,True,False,False,False,False
basic,True,False,False,True,True,False,False,False
freedoms,True,False,False,False,False,False,False,False
defiantly,False,False,False,False,True,False,False,False
staying,True,False,True,False,False,False,False,False
finishing,True,False,True,False,False,False,False,False
stirs,True,False,True,False,False,False,False,False
bopping,True,False,True,False,False,False,False,False
muzak,False,False,False,False,False,False,False,False
affecting,False,False,False,True,True,False,False,False
nonchalance,True,False,False,False,False,False,False,False
noise,True,False,True,True,True,False,False,False
bathtub,True,False,False,False,False,False,False,False
stuporously,False,False,False,False,False,False,False,False
pinched,True,False,True,True,False,False,False,False
washcloth,True,False,False,False,False,False,False,False
draped,True,False,True,True,False,False,False,False
roam,True,False,True,False,False,False,False,False
protrude,False,False,True,True,False,False,False,False
soapy,True,False,False,True,True,False,False,False
splayed,True,False,True,True,False,False,False,False
tub,True,False,True,True,False,False,False,False
outgoing,True,False,False,True,False,False,False,False
duty,True,False,False,True,False,False,False,False
officer,True,False,True,False,False,False,False,False
rolvaag,False,False,False,False,False,False,False,False
lapd,False,False,False,False,False,False,False,False
swaying,True,False,True,False,False,False,False,False
vehicle,True,False,False,False,False,False,False,False
claimed,True,False,True,True,False,False,False,False
hollywood,True,False,False,True,False,False,False,False
auto,True,False,False,True,False,False,False,False
circus,True,False,False,True,False,False,False,False
victory,True,False,False,False,False,False,False,False
present,True,False,True,True,False,False,False,False
interrupted,True,False,False,True,True,False,False,False
smashing,False,False,False,False,False,False,False,False
applying,True,False,True,False,False,False,False,False
baseball,True,False,False,False,False,False,False,False
bat,True,False,True,False,False,False,False,False
hunh,False,False,False,False,False,False,False,False
blearily,True,False,False,True,True,False,False,False
doorway,True,False,False,False,False,False,False,False
cricket,True,False,True,False,False,False,False,False
paddle,True,False,True,False,False,False,False,False
striding,True,False,True,False,False,False,False,False
private,True,False,False,True,True,False,False,False
residence,True,False,False,False,False,False,False,False
entered,False,False,True,True,False,False,False,False
stride,True,False,True,False,False,False,False,False
smash,True,False,True,True,False,False,False,False
spill,True,False,True,True,False,False,False,False
backlit,False,False,False,True,False,False,False,False
shapes,True,False,True,True,False,False,False,False
string,True,False,True,True,False,False,False,False
animal,True,False,False,True,True,False,False,False
skitters,False,False,True,False,False,False,False,False
curiously,False,False,False,False,True,False,False,False
nattering,True,False,True,False,False,False,False,False
marmot,True,False,False,False,False,False,False,False
scoops,True,False,True,True,False,False,False,False
tosses,True,False,True,False,False,False,False,False
screaming,False,False,False,True,True,False,False,False
splashes,True,False,True,False,False,False,False,False
biting,False,False,False,True,True,False,False,False
frenzy,True,False,True,True,False,False,False,False
fearful,True,False,False,True,True,False,False,False
vant,False,False,False,False,False,False,False,False
zat,False,False,False,False,False,False,False,False
hoist,True,False,True,False,False,False,False,False
lays,True,False,True,True,False,False,False,False
palm,True,False,True,True,False,False,False,False
squishes,True,False,True,False,False,False,False,False
veer,True,False,True,False,True,False,False,False
kidding,True,False,True,True,True,False,False,False
und,True,False,False,False,False,False,False,False
de,True,False,False,False,False,False,False,False
dreamed,True,False,True,True,True,False,False,False
ja,False,False,False,False,False,False,False,False
belief,True,False,False,False,False,False,False,False
nossing,False,False,False,False,False,False,False,False
shakes,True,False,True,True,False,False,False,False
spraying,True,False,True,False,False,False,False,False
skittering,False,False,True,False,False,False,False,False
shaking,True,False,True,True,False,False,False,False
convulsing,False,False,True,False,False,False,False,False
sneezes,True,False,True,False,False,False,False,False
chonson,False,False,False,False,False,False,False,False
retreating,True,False,True,False,False,False,False,False
backs,True,False,True,True,True,False,False,False
sink,True,False,True,True,False,False,False,False
viggly,False,False,False,False,False,False,False,False
penis,True,False,False,False,False,False,False,False
stamp,True,False,True,True,False,False,False,False
skvush,False,False,False,False,False,False,False,False
leading,True,False,False,True,False,False,False,False
lucky,True,False,False,True,False,False,False,False
chopped,True,False,True,False,False,False,False,False
must've,False,False,False,False,False,False,False,False
joyride,True,False,False,False,False,False,False,False
abandoned,False,False,False,True,False,False,False,False
retaining,False,False,True,False,False,False,False,False
scraped,True,False,True,False,False,False,False,False
raw,True,False,False,True,True,False,False,False
climbs,True,False,True,True,False,False,False,False
passenger,True,False,False,False,False,False,False,False
saw,True,False,True,True,False,False,False,False
jesuswhat's,False,False,False,False,False,False,False,False
smell,True,False,True,False,False,False,False,False
vagrant,True,False,False,True,True,False,False,False
slept,False,False,False,False,False,False,False,False
tries,True,False,True,False,False,False,False,False
promising,False,False,False,True,True,False,False,False
leads,True,False,True,True,False,False,False,False
laughs,True,False,True,False,True,False,False,False
agreeing,False,False,True,False,False,False,False,False
broadly,True,False,False,True,True,False,False,False
boys,True,False,False,True,True,False,False,False
crime,True,False,False,True,False,False,False,False
lab,True,False,False,False,False,False,False,False
they've,False,False,False,False,False,False,False,False
assigned,True,False,True,True,False,False,False,False
four,True,False,False,True,False,False,False,False
detectives,True,False,False,True,False,False,False,False
shifts,True,False,True,True,False,False,False,False
rocking,True,False,True,True,False,False,False,False
heels,True,False,True,True,False,False,False,False
raucous,True,False,False,True,True,False,False,False
muffled,False,False,True,False,False,False,False,False
eating,False,False,False,True,False,False,False,False
nuts,False,False,False,True,False,False,False,False
christwill,False,False,False,False,False,False,False,False
kills,True,False,True,True,False,False,False,False
germans,True,False,False,True,False,False,False,False
ridiculous,True,False,False,True,True,False,False,False
bitterly,True,False,True,True,True,False,False,False
secure,True,False,True,True,True,False,False,False
warm,True,False,True,True,True,False,False,False
thingi,False,False,False,False,False,False,False,False
peestains,False,False,False,False,False,False,False,False
changes,True,False,True,False,False,False,False,False
nazis,True,False,False,False,False,False,False,False
threatening,False,False,False,True,True,False,False,False
castration,True,False,True,True,False,False,False,False
split,True,False,True,True,False,False,False,False
hairs,True,False,False,True,False,False,False,False
nihilists,True,False,False,True,False,False,False,False
kept,False,False,False,False,False,False,False,False
tenets,True,False,False,False,False,False,False,False
national,True,False,False,True,True,False,False,False
socialism,True,False,False,False,False,False,False,False
ethos,True,False,False,False,False,False,False,False
forgetlet's,False,False,False,False,False,False,False,False
dudethat,False,False,False,False,False,False,False,False
keeping,True,False,False,False,False,False,False,False
wildlife,True,False,False,False,False,False,False,False
amphibious,True,False,False,True,True,False,False,False
rodent,True,False,False,True,False,False,False,False
domestic,True,False,False,True,True,False,False,False
within,True,False,False,True,True,True,False,False
legal,True,False,False,True,True,False,False,False
either,False,True,False,True,True,False,True,False
what're,False,False,False,False,False,False,False,False
park,True,False,True,True,False,False,False,False
ranger,True,False,False,False,False,False,False,False
sympathizing,True,False,True,False,False,False,False,False
sympathy,True,False,False,False,False,False,False,False
buck,True,False,True,True,True,False,False,False
negative,True,False,True,True,True,False,False,False
attitude,True,False,False,False,False,False,False,False
moment,True,False,False,False,False,False,False,False
stunned,True,False,True,False,False,False,False,False
sad,True,False,False,True,True,False,False,False
quiet,True,False,True,True,True,False,False,False
cheered,True,False,True,False,False,False,False,False
morosely,True,False,False,True,True,False,False,False
caucasian,True,False,False,True,False,False,False,False
gary,False,False,False,False,False,False,False,False
friends,True,False,True,True,False,False,False,False
pop,True,False,True,True,True,False,False,False
song,True,False,False,True,False,False,False,False
ended,True,False,True,True,False,False,False,False
saunters,True,False,True,False,False,False,False,False
stool,True,False,True,False,False,False,False,False
vacated,False,False,True,False,False,False,False,False
amiable,True,False,False,True,True,False,False,False
craggily,True,False,False,True,True,False,False,False
handsomesam,False,False,False,False,False,False,False,False
elliot,False,False,False,False,False,False,False,False
westernstyle,False,False,False,False,False,False,False,False
yoked,True,False,True,False,False,False,False,False
cowboy,True,False,True,False,False,False,False,False
hat,True,False,True,True,False,False,False,False
bartender,True,False,False,False,False,False,False,False
d'ya,False,False,False,False,False,False,False,False
sarsaparilla,True,False,False,False,False,False,False,False
stranger,True,False,True,True,False,False,False,False
narration,True,False,False,True,False,False,False,False
opened,True,False,True,True,True,False,False,False
sioux,True,False,False,False,False,False,False,False
amiably,True,False,False,True,True,False,False,False
crinkled,True,False,True,True,False,False,False,False
doin',False,False,False,False,False,False,False,False
days,False,False,False,False,True,False,False,False
wiser,True,False,False,True,True,False,False,False
m'self,False,False,False,False,False,False,False,False
eat,True,False,True,False,False,False,False,False
kind,True,False,False,True,False,False,False,False
eastern,False,False,False,True,False,False,False,False
mm,False,False,False,False,False,False,False,False
frosted,False,False,False,True,False,False,False,False
touches,True,False,True,True,False,False,False,False
brim,True,False,True,True,False,False,False,False
obliged,True,False,True,False,False,False,False,False
goin',False,False,False,False,False,False,False,False
thankie,False,False,False,False,False,False,False,False
s'many,False,False,False,False,False,False,False,False
cuss,True,False,True,False,False,False,False,False
words,True,False,True,False,False,False,False,False
noticing,True,False,True,True,False,False,False,False
cowpoke,True,False,False,False,False,False,False,False
chuckles,True,False,True,True,True,False,False,False
indulgently,False,False,False,True,True,False,False,False
pushes,True,False,True,False,False,False,False,False
brushes,True,False,True,False,False,False,False,False
fingertip,True,False,False,True,False,False,False,False
ending,True,False,False,False,False,False,False,False
spell,True,False,True,False,False,False,False,False
unformed,False,False,False,True,False,False,False,False
beckoning,False,False,False,True,True,False,False,False
maude's,False,False,False,False,False,False,False,False
strides,True,False,True,False,False,False,False,False
cinching,True,False,True,False,False,False,False,False
flecks,True,False,True,False,False,False,False,False
regarding,False,False,False,False,False,True,False,False
respecfully,False,False,False,False,False,False,False,False
tender,True,False,True,True,True,False,False,False
resignation,True,False,False,False,False,False,False,False
occasionally,False,False,False,False,True,False,False,False
definitely,False,False,False,False,True,False,False,False
perpetrator,True,False,True,False,False,False,False,False
victim,True,False,False,False,False,False,False,False
telling,False,False,False,True,True,False,False,False
definitive,True,False,False,True,True,False,False,False
evidence,True,False,True,False,False,False,False,False
main,True,False,False,True,True,False,False,False
hauff,False,False,False,False,False,False,False,False
wellyeah,False,False,False,False,False,False,False,False
costar,True,False,True,False,False,False,False,False
beaver,True,False,True,False,False,False,False,False
vaginai,False,False,False,False,False,False,False,False
fringes,True,False,True,True,False,False,False,False
lp's,False,False,False,False,False,False,False,False
'autobahn',False,False,False,False,False,False,False,False
albums,True,False,False,False,False,False,False,False
filling,True,False,False,False,False,False,False,False
bookshelf,True,False,False,False,False,False,False,False
groupthey,False,False,False,False,False,False,False,False
released,True,False,True,True,False,False,False,False
album,True,False,False,False,False,False,False,False
midseventies,False,False,False,False,False,False,False,False
roy,False,False,False,False,False,False,False,False
orbison,False,False,False,False,False,False,False,False
pink,True,False,True,True,False,False,False,False
floyd,False,False,False,False,False,False,False,False
autobahn,True,False,False,False,False,False,False,False
sort,True,False,True,True,False,False,False,False
ofughtechnopop,False,False,False,False,False,False,False,False
worn,False,False,False,False,False,False,False,False
sleeve,True,False,False,True,False,False,False,False
group's,False,False,False,False,False,False,False,False
nagelbett,False,False,False,False,False,False,False,False
foreheads,True,False,False,False,False,False,False,False
slickedback,False,False,False,False,False,False,False,False
gazing,True,False,True,False,False,False,False,False
thinlipped,False,False,False,False,False,False,False,False
epiphany,True,False,False,False,False,False,False,False
severe,True,False,False,True,True,False,False,False
modishly,True,False,False,True,True,False,False,False
retro,True,False,False,True,False,False,False,False
suits,True,False,True,True,False,False,False,False
picturedieter,False,False,False,False,False,False,False,False
bed,True,False,True,False,False,False,False,False
dressing,True,False,False,False,False,False,False,False
cyc,False,False,False,False,False,False,False,False
miss,True,False,True,True,False,False,False,False
vinyl,True,False,False,True,False,False,False,False
pretending,True,False,True,True,False,False,False,False
abductor,True,False,True,False,False,False,False,False
kidnap,True,False,True,False,False,False,False,False
acquainted,False,False,False,True,False,False,False,False
hostage,True,False,False,False,False,False,False,False
knows,True,False,True,False,False,False,False,False
yeahi,False,False,False,False,False,False,False,False
complicated,True,False,False,True,True,False,False,False
lotta,False,False,False,False,False,False,False,False
ins,False,False,False,False,False,False,False,False
outs,True,False,True,True,True,True,False,False
strands,True,False,True,False,False,False,False,False
duder's,False,False,False,False,False,False,False,False
doctor's,False,False,False,False,False,False,False,False
bruise,True,False,True,False,False,False,False,False
scribbling,True,False,True,False,False,False,False,False
